ordinal,sku,asin,title,owner_change_reason_code,effective_total_units,presentation_class,normalized_exact_variant_recipe_signature,source_product_recipe_signature,required_real_product_components,repair_action,preserve_current_composition,gpt_image_2_required,generation_group,direct_reuse_source_sku,direct_reuse_source_asin,direct_reuse_asset_relative_path,direct_reuse_asset_absolute_path,direct_reuse_asset_sha256,current_main_relative_path,current_main_absolute_path,current_main_sha256,local_reference_assets,reference_gap
4,AJ-ASRB-HKC3,B0H84G7DHC,"Uncrustables Peanut Butter Sandwiches Variety Pack, Raspberry Spread and Morning Protein Mixed Berry Spread, 2 oz Each, 24 Count, Frozen",MISSING_REQUIRED_PRODUCT,24,individual_wraps,morning-protein-mixed-berry::12||peanut-butter-raspberry::12,"Smucker's Uncrustables Morning Protein Peanut Butter & Mixed Berry Spread Sandwich - 22.4oz/8ct::12||Smuckers Uncrustables Peanut Butter & Raspberry Spread Sandwiches, 10 Count, 2 oz Each, Frozen::12",Peanut Butter & Raspberry Spread | 10ct source pack | 12 listing units || Beamin' Berry Blend / Morning Protein Peanut Butter & Mixed Berry | 8ct source pack | 12 listing units,GPT_IMAGE_2_EDIT_TARGETED_PRODUCT_COMPONENTS,true,true,shared-raspberry-morning-mixed-berry-24,,,,,,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/004-AJ-ASRB-HKC3-B0H84G7DHC-97369434e192.jpg,/Users/vladimirkuznetsov/SS Command Center/ss-control-center/data/audits/uncrustables-live-main-fetch-20260718-v1/assets/004-AJ-ASRB-HKC3-B0H84G7DHC-97369434e192.jpg,97369434e19236edbe55e1b5c987c48b0771f5aac07b2bdb85efdcac94dd17d9,CURRENT_MAIN_COMPOSITION_REFERENCE:data/audits/uncrustables-live-main-fetch-20260718-v1/assets/004-AJ-ASRB-HKC3-B0H84G7DHC-97369434e192.jpg#sha256=97369434e19236edbe55e1b5c987c48b0771f5aac07b2bdb85efdcac94dd17d9 || OWNER_APPROVED_KIT_ANCHOR:public/bundle-factory/frozen-refs/ref-uncrustables.png#sha256=9c45164a56e3cda1e9e0c2590e7d75d94e6320af012b841bc9e5b73594a1fd33 || OWNER_APPROVED_STYLE_CLASS_FIXTURE:data/audits/uncrustables-gpt-image-2-previews-20260718/03-individual-wraps-mix-hazelnut-berry-24.png#sha256=d2f7ffdd0a3e411725a3dc1dac013f9f5f50c1e6dd9d34164c12cbe5cacc722f || OFFICIAL_MANUFACTURER_EXACT_VARIANT_ART:data/audits/uncrustables-official-package-art-20260718/peanut-butter-raspberry-front-center.jpg#sha256=2aa7ad12bc0f519d72d4c7421ad59386394d8b002c2e7fa5c75149faf5bc38ee || OWNER_KEEP_LIVE_MAIN_PRODUCT_EXEMPLAR:data/audits/uncrustables-live-main-fetch-20260718-v1/assets/147-XE-ASK1-BNRB-B0H81WMJBP-a2adbeecbaf7.jpg#sha256=a2adbeecbaf75f1bd4279ea1f6dce35c78ec3d3cb5f79591496b16520fb67c29 || OFFICIAL_MANUFACTURER_EXACT_VARIANT_ART:data/audits/uncrustables-official-package-art-20260718/beamin-berry-blend-protein-front-center.jpg#sha256=9d36138ccb6069872bea6d9605aba73a7054f72b3ce268354bace975c3e51ae2 || OWNER_KEEP_LIVE_MAIN_PRODUCT_EXEMPLAR:data/audits/uncrustables-live-main-fetch-20260718-v1/assets/129-UJ-ASQ1-9FNR-B0H82P651P-8d6ab260fb5e.jpg#sha256=8d6ab260fb5e72107ea1648c8364b3fdb17fe1ecb5995b11a859c6170bd0b14d || OWNER_KEEP_LIVE_MAIN_WRAPPER_EXEMPLAR:data/audits/uncrustables-live-main-fetch-20260718-v1/assets/071-MP-ASZ9-TKE7-B0H837HLKC-3398bb472d68.jpg#sha256=3398bb472d684a29a8a7f98f976497a32be31eac8dcb908712eceba1ec69f93b,false
15,BK-AS5Z-8UY5,B0H85JF1V1,"Uncrustables Frozen Sandwich Variety Pack, Whole Wheat Peanut Butter & Strawberry Jam and Peanut Butter & Blackberry Spread, 24 Count",WRONG_PRODUCT_VARIANT,24,retail_boxes_mix,peanut-butter-blackberry::12||reduced-sugar-strawberry-on-wheat::12,Smucker's Uncrustables Frozen Peanut Butter & Blackberry Spread Sandwich - 8oz/4ct::12||Smucker's Uncrustables Frozen Whole Wheat Peanut Butter & Strawberry Jam Sandwich - 8oz/4ct::12,Reduced Sugar / Whole Wheat Peanut Butter & Strawberry | 4ct source pack | 12 listing units || Peanut Butter & Blackberry Spread | 4ct source pack | 12 listing units,GPT_IMAGE_2_EDIT_TARGETED_PRODUCT_COMPONENTS,true,true,ordinal-015-BK-AS5Z-8UY5,,,,,,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/015-BK-AS5Z-8UY5-B0H85JF1V1-d61f1d41c5d5.jpg,/Users/vladimirkuznetsov/SS Command Center/ss-control-center/data/audits/uncrustables-live-main-fetch-20260718-v1/assets/015-BK-AS5Z-8UY5-B0H85JF1V1-d61f1d41c5d5.jpg,d61f1d41c5d5f719df8a4e82f44d5dababd670b27e484ca05c306dcbfb4deed1,CURRENT_MAIN_COMPOSITION_REFERENCE:data/audits/uncrustables-live-main-fetch-20260718-v1/assets/015-BK-AS5Z-8UY5-B0H85JF1V1-d61f1d41c5d5.jpg#sha256=d61f1d41c5d5f719df8a4e82f44d5dababd670b27e484ca05c306dcbfb4deed1 || OWNER_APPROVED_KIT_ANCHOR:public/bundle-factory/frozen-refs/ref-uncrustables.png#sha256=9c45164a56e3cda1e9e0c2590e7d75d94e6320af012b841bc9e5b73594a1fd33 || OWNER_APPROVED_STYLE_CLASS_FIXTURE:data/audits/uncrustables-gpt-image-2-previews-20260718/02b-retail-boxes-mix-pb-blackberry-24-four-gel-packs.png#sha256=9d0294242508529022a0e2b1cdd2df0adce469ef9dbb8bd2dd7d448031ea839d || OFFICIAL_MANUFACTURER_EXACT_VARIANT_ART:data/audits/uncrustables-official-package-art-20260718/reduced-sugar-strawberry-on-wheat-front-center.jpg#sha256=9beb7a19b7eae773edb3be3da25b0cd09a8b65c857d101b18970aa180a8778ac || OWNER_KEEP_LIVE_MAIN_PRODUCT_EXEMPLAR:data/audits/uncrustables-live-main-fetch-20260718-v1/assets/069-MF-AS0J-YRT4-B0H82NHQCL-fb8d8cc04357.jpg#sha256=fb8d8cc043578e711423f07094ee99576ef2ae6404e65138d21eab1aa58d6c66 || OFFICIAL_MANUFACTURER_EXACT_VARIANT_ART:data/audits/uncrustables-official-package-art-20260718/peanut-butter-blackberry-front-center.jpg#sha256=75c604880db167e271c62985c325dc2cb889f930afc7544d3ddd15a3d1747e8f || APPROVED_REFERENCE_QA_PRODUCT_PHOTO:data/audits/uncrustables-approved-reference-qa-20260718/product-blackberry-target.jpg#sha256=305a6ffab3b3a330f6cfdd9f82c7a457bf35abc4f6da3cb1fa996bfd8465cfe5 || OWNER_KEEP_LIVE_MAIN_PRODUCT_EXEMPLAR:data/audits/uncrustables-live-main-fetch-20260718-v1/assets/035-FK-AS6B-6G25-B0H8259J9G-a15332be530c.jpg#sha256=a15332be530c8a05bf32c94ea0a507c071de904664aeac005e677c83dd820366,false
21,CK-ASUM-WT9W,B0H86PRTWS,"Uncrustables Frozen Sandwiches, Chocolate Flavored Hazelnut Spread & Peanut Butter Blueberry Variety Pack, 24 Count",FICTIONAL_OR_NONCURRENT_PRODUCT,24,individual_wraps,burstin-blueberry-protein::12||chocolate-hazelnut::12,Smucker's Uncrustables Chocolate Flavored Hazelnut Spread Frozen Sandwich - 18oz/10ct::12||Smucker's Uncrustables Frozen Peanut Butter & Blueberry Sandwich - 22.4oz/8ct::12,"Chocolate Flavored Hazelnut Spread | 10ct source pack | 12 listing units || Burstin' Blueberry, 12g Protein | 8ct source pack | 12 listing units",GPT_IMAGE_2_EDIT_TARGETED_PRODUCT_COMPONENTS,true,true,ordinal-021-CK-ASUM-WT9W,,,,,,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/021-CK-ASUM-WT9W-B0H86PRTWS-24b03ca34785.jpg,/Users/vladimirkuznetsov/SS Command Center/ss-control-center/data/audits/uncrustables-live-main-fetch-20260718-v1/assets/021-CK-ASUM-WT9W-B0H86PRTWS-24b03ca34785.jpg,24b03ca34785d46db380b5f8d289751eb84b86791e065f8a5de160c99aa9f1d8,CURRENT_MAIN_COMPOSITION_REFERENCE:data/audits/uncrustables-live-main-fetch-20260718-v1/assets/021-CK-ASUM-WT9W-B0H86PRTWS-24b03ca34785.jpg#sha256=24b03ca34785d46db380b5f8d289751eb84b86791e065f8a5de160c99aa9f1d8 || OWNER_APPROVED_KIT_ANCHOR:public/bundle-factory/frozen-refs/ref-uncrustables.png#sha256=9c45164a56e3cda1e9e0c2590e7d75d94e6320af012b841bc9e5b73594a1fd33 || OWNER_APPROVED_STYLE_CLASS_FIXTURE:data/audits/uncrustables-gpt-image-2-previews-20260718/03-individual-wraps-mix-hazelnut-berry-24.png#sha256=d2f7ffdd0a3e411725a3dc1dac013f9f5f50c1e6dd9d34164c12cbe5cacc722f || OFFICIAL_MANUFACTURER_EXACT_VARIANT_ART:data/audits/uncrustables-official-package-art-20260718/chocolate-hazelnut-front-center.jpg#sha256=a74f8fcadf1d6a7b8491abe41cbbc164450dc4c791eb096dfec64e46cfa0d005 || APPROVED_REFERENCE_QA_PRODUCT_PHOTO:data/audits/uncrustables-approved-reference-qa-20260718/product-hazelnut-target.jpg#sha256=4d42bd45bb25aa1b3dfb7937590de1db68fcd8aca50502636d05b4c5efe54e27 || APPROVED_REFERENCE_QA_WRAPPER_EXEMPLAR:data/audits/uncrustables-approved-reference-qa-20260718/B0H85P9F3R-live.jpg#sha256=846005feea2a43108672aa5d4c65f272511d4332c5f7d449ba2ee437633c4e2b || OFFICIAL_MANUFACTURER_EXACT_VARIANT_ART:data/audits/uncrustables-official-package-art-20260718/burstin-blueberry-protein-front-center.jpg#sha256=384bcaf2946a24d8af384081fa09dbe24e8588f4d6f053f480aafe530d510e7f || OWNER_KEEP_LIVE_MAIN_PRODUCT_EXEMPLAR:data/audits/uncrustables-live-main-fetch-20260718-v1/assets/121-TQ-ASBR-96TC-B0H82BCZ44-8810e48b121e.jpg#sha256=8810e48b121e29ea5aaaf342203da4acab9f1e0a523fe24efec9a3b08c48b8b1,false
29,ER-ASRK-TPYQ,B0H84JH1WN,"Uncrustables Peanut Butter & Raspberry Spread and Peanut Butter & Blueberry Sandwiches, 2 oz Each, Variety Pack, 24 Count, Frozen",MISSING_REQUIRED_PRODUCT,24,individual_wraps,burstin-blueberry-protein::12||peanut-butter-raspberry::12,"Smucker's Uncrustables Frozen Peanut Butter & Blueberry Sandwich - 22.4oz/8ct::12||Smuckers Uncrustables Peanut Butter & Raspberry Spread Sandwiches, 10 Count, 2 oz Each, Frozen::12","Peanut Butter & Raspberry Spread | 10ct source pack | 12 listing units || Burstin' Blueberry, 12g Protein | 8ct source pack | 12 listing units",GPT_IMAGE_2_EDIT_TARGETED_PRODUCT_COMPONENTS,true,true,ordinal-029-ER-ASRK-TPYQ,,,,,,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/029-ER-ASRK-TPYQ-B0H84JH1WN-2f56be3d1c10.jpg,/Users/vladimirkuznetsov/SS Command Center/ss-control-center/data/audits/uncrustables-live-main-fetch-20260718-v1/assets/029-ER-ASRK-TPYQ-B0H84JH1WN-2f56be3d1c10.jpg,2f56be3d1c10f53cc42daff033122f78bb94a762a93b69e6a7702c788917e749,CURRENT_MAIN_COMPOSITION_REFERENCE:data/audits/uncrustables-live-main-fetch-20260718-v1/assets/029-ER-ASRK-TPYQ-B0H84JH1WN-2f56be3d1c10.jpg#sha256=2f56be3d1c10f53cc42daff033122f78bb94a762a93b69e6a7702c788917e749 || OWNER_APPROVED_KIT_ANCHOR:public/bundle-factory/frozen-refs/ref-uncrustables.png#sha256=9c45164a56e3cda1e9e0c2590e7d75d94e6320af012b841bc9e5b73594a1fd33 || OWNER_APPROVED_STYLE_CLASS_FIXTURE:data/audits/uncrustables-gpt-image-2-previews-20260718/03-individual-wraps-mix-hazelnut-berry-24.png#sha256=d2f7ffdd0a3e411725a3dc1dac013f9f5f50c1e6dd9d34164c12cbe5cacc722f || OFFICIAL_MANUFACTURER_EXACT_VARIANT_ART:data/audits/uncrustables-official-package-art-20260718/peanut-butter-raspberry-front-center.jpg#sha256=2aa7ad12bc0f519d72d4c7421ad59386394d8b002c2e7fa5c75149faf5bc38ee || OWNER_KEEP_LIVE_MAIN_PRODUCT_EXEMPLAR:data/audits/uncrustables-live-main-fetch-20260718-v1/assets/147-XE-ASK1-BNRB-B0H81WMJBP-a2adbeecbaf7.jpg#sha256=a2adbeecbaf75f1bd4279ea1f6dce35c78ec3d3cb5f79591496b16520fb67c29 || OFFICIAL_MANUFACTURER_EXACT_VARIANT_ART:data/audits/uncrustables-official-package-art-20260718/burstin-blueberry-protein-front-center.jpg#sha256=384bcaf2946a24d8af384081fa09dbe24e8588f4d6f053f480aafe530d510e7f || OWNER_KEEP_LIVE_MAIN_PRODUCT_EXEMPLAR:data/audits/uncrustables-live-main-fetch-20260718-v1/assets/121-TQ-ASBR-96TC-B0H82BCZ44-8810e48b121e.jpg#sha256=8810e48b121e29ea5aaaf342203da4acab9f1e0a523fe24efec9a3b08c48b8b1,false
40,FX-AS2W-KHZT,B0H827J2XZ,"Uncrustables Peanut Butter & Strawberry Jam Frozen Sandwiches, 12g Protein, 2.8 oz Each, 24 Count",FICTIONAL_PACKAGING,24,retail_boxes_single,bright-eyed-berry-protein::24,Smucker's Uncrustables Frozen Peanut Butter & Strawberry Jam Sandwich – 12g Protein 22.4oz/8ct::24,"Bright-Eyed Berry / Strawberry, 12g Protein | 8ct source pack | 24 listing units",GPT_IMAGE_2_EDIT_REPLACE_ALL_PRODUCT_PACKAGING,true,true,ordinal-040-FX-AS2W-KHZT,,,,,,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/040-FX-AS2W-KHZT-B0H827J2XZ-9783df8a5ce0.jpg,/Users/vladimirkuznetsov/SS Command Center/ss-control-center/data/audits/uncrustables-live-main-fetch-20260718-v1/assets/040-FX-AS2W-KHZT-B0H827J2XZ-9783df8a5ce0.jpg,9783df8a5ce066aeb4e163c1cce37bf59eb4f397c1eda664acf69d5e26ba5297,CURRENT_MAIN_COMPOSITION_REFERENCE:data/audits/uncrustables-live-main-fetch-20260718-v1/assets/040-FX-AS2W-KHZT-B0H827J2XZ-9783df8a5ce0.jpg#sha256=9783df8a5ce066aeb4e163c1cce37bf59eb4f397c1eda664acf69d5e26ba5297 || OWNER_APPROVED_KIT_ANCHOR:public/bundle-factory/frozen-refs/ref-uncrustables.png#sha256=9c45164a56e3cda1e9e0c2590e7d75d94e6320af012b841bc9e5b73594a1fd33 || OWNER_APPROVED_STYLE_CLASS_FIXTURE:data/audits/uncrustables-gpt-image-2-previews-20260718/01c-retail-boxes-single-pb-24-four-gel-packs.png#sha256=4cdd7bec9ab5c1d5f97b5746d7569a4ffc891a36b8d1fb159168176f06e19076 || OFFICIAL_MANUFACTURER_EXACT_VARIANT_ART:data/audits/uncrustables-official-package-art-20260718/bright-eyed-berry-protein-front-center.jpg#sha256=d17073ce10402c872e5d9cbccbf0fa2ee66137823c176e4e848a52e670c58eee || APPROVED_REFERENCE_QA_PRODUCT_PHOTO:data/audits/uncrustables-approved-reference-qa-20260718/product-strawberry-protein-target.jpg#sha256=bbff8ded0629f504061bf13e68f5f272e17fa9707b81ef0a0885080f6455b5b9 || OWNER_KEEP_LIVE_MAIN_PRODUCT_EXEMPLAR:data/audits/uncrustables-live-main-fetch-20260718-v1/assets/130-UY-AS5N-A2E4-B0H83R4M3R-3f161b7094f4.jpg#sha256=3f161b7094f4ae9d94cf90223e358d4dc07d0a5b0083ed648649b379008ff0a7,false
59,JY-ASPW-LB4K,B0H84621N6,"Uncrustables Frozen Peanut Butter Sandwiches Variety Pack – Raspberry Spread and Apple Cinnamon Jelly Protein, 24 Count",MISSING_REQUIRED_PRODUCT,24,individual_wraps,peanut-butter-raspberry::12||up-and-apple-protein::12,"Smucker's Uncrustables Frozen Peanut Butter & Apple Cinnamon Jelly Sandwich – 12g Protein 22.4oz/8ct::12||Smuckers Uncrustables Peanut Butter & Raspberry Spread Sandwiches, 10 Count, 2 oz Each, Frozen::12","Peanut Butter & Raspberry Spread | 10ct source pack | 12 listing units || Up & Apple / Apple Cinnamon, 12g Protein | 8ct source pack | 12 listing units",GPT_IMAGE_2_EDIT_TARGETED_PRODUCT_COMPONENTS,true,true,ordinal-059-JY-ASPW-LB4K,,,,,,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/059-JY-ASPW-LB4K-B0H84621N6-9d3f5b276777.jpg,/Users/vladimirkuznetsov/SS Command Center/ss-control-center/data/audits/uncrustables-live-main-fetch-20260718-v1/assets/059-JY-ASPW-LB4K-B0H84621N6-9d3f5b276777.jpg,9d3f5b2767778d4f2e5382aaf410509f8d62fc3c6039450c957322cf4f7fc4ed,CURRENT_MAIN_COMPOSITION_REFERENCE:data/audits/uncrustables-live-main-fetch-20260718-v1/assets/059-JY-ASPW-LB4K-B0H84621N6-9d3f5b276777.jpg#sha256=9d3f5b2767778d4f2e5382aaf410509f8d62fc3c6039450c957322cf4f7fc4ed || OWNER_APPROVED_KIT_ANCHOR:public/bundle-factory/frozen-refs/ref-uncrustables.png#sha256=9c45164a56e3cda1e9e0c2590e7d75d94e6320af012b841bc9e5b73594a1fd33 || OWNER_APPROVED_STYLE_CLASS_FIXTURE:data/audits/uncrustables-gpt-image-2-previews-20260718/03-individual-wraps-mix-hazelnut-berry-24.png#sha256=d2f7ffdd0a3e411725a3dc1dac013f9f5f50c1e6dd9d34164c12cbe5cacc722f || OFFICIAL_MANUFACTURER_EXACT_VARIANT_ART:data/audits/uncrustables-official-package-art-20260718/peanut-butter-raspberry-front-center.jpg#sha256=2aa7ad12bc0f519d72d4c7421ad59386394d8b002c2e7fa5c75149faf5bc38ee || OWNER_KEEP_LIVE_MAIN_PRODUCT_EXEMPLAR:data/audits/uncrustables-live-main-fetch-20260718-v1/assets/147-XE-ASK1-BNRB-B0H81WMJBP-a2adbeecbaf7.jpg#sha256=a2adbeecbaf75f1bd4279ea1f6dce35c78ec3d3cb5f79591496b16520fb67c29 || OFFICIAL_MANUFACTURER_EXACT_VARIANT_ART:data/audits/uncrustables-official-package-art-20260718/up-and-apple-protein-front-center.jpg#sha256=2f7fb45f7f82c94519c36ad72462e5af623b4c6ae57c948e705a889f3df78900 || LOCAL_DONOR_PRODUCT_REFERENCE:data/audits/uncrustables-gpt-image-2-previews-20260718/donor-up-and-apple.jpg#sha256=55dff9f953f2c6b449315e70fa282c61a1ed46459bdf0868c7b1d23e23ae2957 || OWNER_KEEP_LIVE_MAIN_PRODUCT_EXEMPLAR:data/audits/uncrustables-live-main-fetch-20260718-v1/assets/092-QX-AS89-H8YC-B0H82RQ226-efe39efc6ba5.jpg#sha256=efe39efc6ba505b24bfc2a142a59ada3be5cb54ee8caae5611cf4f607dab2425,false
65,LK-AS7X-K43B,B0H84CGGXL,"Uncrustables Peanut Butter Sandwich Variety Pack, 24 Count – 12 Raspberry Spread & 12 Strawberry Jam, 2 oz Each, Frozen",FICTIONAL_PACKAGING,24,retail_boxes_mix,peanut-butter-raspberry::12||peanut-butter-strawberry::12,"Smucker's Uncrustables Frozen Peanut Butter & Strawberry Jam Sandwich - 8oz/4ct::12||Smuckers Uncrustables Peanut Butter & Raspberry Spread Sandwiches, 10 Count, 2 oz Each, Frozen::12",Peanut Butter & Raspberry Spread | 10ct source pack | 12 listing units || Peanut Butter & Strawberry Jam | 4ct source pack | 12 listing units,GPT_IMAGE_2_EDIT_REPLACE_ALL_PRODUCT_PACKAGING,true,true,ordinal-065-LK-AS7X-K43B,,,,,,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/065-LK-AS7X-K43B-B0H84CGGXL-7561ca68cb62.jpg,/Users/vladimirkuznetsov/SS Command Center/ss-control-center/data/audits/uncrustables-live-main-fetch-20260718-v1/assets/065-LK-AS7X-K43B-B0H84CGGXL-7561ca68cb62.jpg,7561ca68cb626ac5d464b3fd13f5c20faa74191192111cc588ad9b26bd03a536,CURRENT_MAIN_COMPOSITION_REFERENCE:data/audits/uncrustables-live-main-fetch-20260718-v1/assets/065-LK-AS7X-K43B-B0H84CGGXL-7561ca68cb62.jpg#sha256=7561ca68cb626ac5d464b3fd13f5c20faa74191192111cc588ad9b26bd03a536 || OWNER_APPROVED_KIT_ANCHOR:public/bundle-factory/frozen-refs/ref-uncrustables.png#sha256=9c45164a56e3cda1e9e0c2590e7d75d94e6320af012b841bc9e5b73594a1fd33 || OWNER_APPROVED_STYLE_CLASS_FIXTURE:data/audits/uncrustables-gpt-image-2-previews-20260718/02b-retail-boxes-mix-pb-blackberry-24-four-gel-packs.png#sha256=9d0294242508529022a0e2b1cdd2df0adce469ef9dbb8bd2dd7d448031ea839d || OFFICIAL_MANUFACTURER_EXACT_VARIANT_ART:data/audits/uncrustables-official-package-art-20260718/peanut-butter-raspberry-front-center.jpg#sha256=2aa7ad12bc0f519d72d4c7421ad59386394d8b002c2e7fa5c75149faf5bc38ee || OWNER_KEEP_LIVE_MAIN_PRODUCT_EXEMPLAR:data/audits/uncrustables-live-main-fetch-20260718-v1/assets/147-XE-ASK1-BNRB-B0H81WMJBP-a2adbeecbaf7.jpg#sha256=a2adbeecbaf75f1bd4279ea1f6dce35c78ec3d3cb5f79591496b16520fb67c29 || OFFICIAL_MANUFACTURER_EXACT_VARIANT_ART:data/audits/uncrustables-official-package-art-20260718/peanut-butter-strawberry-front-center.jpg#sha256=0bac4e5be6f0214a399f85293d26b71e0e5b12615115dc5b366d19a548318a64 || OWNER_KEEP_LIVE_MAIN_PRODUCT_EXEMPLAR:data/audits/uncrustables-live-main-fetch-20260718-v1/assets/032-EW-ASWP-PMZX-B0H891WSZ9-e5b7c0f09ad4.jpg#sha256=e5b7c0f09ad41fbf69c44ba2e15a0e029da8a750080d1bddcc9278b644cffc4f,false
67,LU-ASK0-LSDF,B0H84YZDB7,"Uncrustables Frozen Peanut Butter and Peanut Butter & Grape Jelly Sandwich Variety Pack, 24 Count",FICTIONAL_PACKAGING,24,retail_boxes_mix,peanut-butter-grape::12||peanut-butter::12,Smucker's Uncrustables Frozen Peanut Butter & Grape Jelly Sandwich - 8oz/4ct::12||Smucker's Uncrustables Frozen Peanut Butter Sandwich - 7.2oz/4ct::12,Peanut Butter | 4ct source pack | 12 listing units || Peanut Butter & Grape Jelly | 4ct source pack | 12 listing units,GPT_IMAGE_2_EDIT_REPLACE_ALL_PRODUCT_PACKAGING,true,true,ordinal-067-LU-ASK0-LSDF,,,,,,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/067-LU-ASK0-LSDF-B0H84YZDB7-cef974d62aba.jpg,/Users/vladimirkuznetsov/SS Command Center/ss-control-center/data/audits/uncrustables-live-main-fetch-20260718-v1/assets/067-LU-ASK0-LSDF-B0H84YZDB7-cef974d62aba.jpg,cef974d62abaed6194ce5d98c3a720f6ee34b84c1c7f9a670985eb0721393738,CURRENT_MAIN_COMPOSITION_REFERENCE:data/audits/uncrustables-live-main-fetch-20260718-v1/assets/067-LU-ASK0-LSDF-B0H84YZDB7-cef974d62aba.jpg#sha256=cef974d62abaed6194ce5d98c3a720f6ee34b84c1c7f9a670985eb0721393738 || OWNER_APPROVED_KIT_ANCHOR:public/bundle-factory/frozen-refs/ref-uncrustables.png#sha256=9c45164a56e3cda1e9e0c2590e7d75d94e6320af012b841bc9e5b73594a1fd33 || OWNER_APPROVED_STYLE_CLASS_FIXTURE:data/audits/uncrustables-gpt-image-2-previews-20260718/02b-retail-boxes-mix-pb-blackberry-24-four-gel-packs.png#sha256=9d0294242508529022a0e2b1cdd2df0adce469ef9dbb8bd2dd7d448031ea839d || OFFICIAL_MANUFACTURER_EXACT_VARIANT_ART:data/audits/uncrustables-official-package-art-20260718/peanut-butter-front-center.jpg#sha256=c0d65a54fd2c264802b87738a8d8d2152d1b97045346616408b44f282f3d3db3 || LOCAL_DONOR_PRODUCT_REFERENCE:data/audits/uncrustables-gpt-image-2-previews-20260718/donor-peanut-butter.jpg#sha256=19af7bad5c0f6654fb0a923bbea9cded97e695ce4176514a0b04b32cc422273d || OWNER_KEEP_LIVE_MAIN_PRODUCT_EXEMPLAR:data/audits/uncrustables-live-main-fetch-20260718-v1/assets/078-PB-ASAF-G2T6-B0H82K7Y7S-299fd08884d2.jpg#sha256=299fd08884d21bf263d1906638ceed76b4b7932757c3cc71f4e4f68fb29bac58 || OFFICIAL_MANUFACTURER_EXACT_VARIANT_ART:data/audits/uncrustables-official-package-art-20260718/peanut-butter-grape-front-center.jpg#sha256=ce5e253ba82d5a72816bc08e2a642306e13483520c43bb88d466f18e26df2679 || LOCAL_DONOR_PRODUCT_REFERENCE:data/audits/uncrustables-gpt-image-2-previews-20260718/donor-grape.jpg#sha256=123738047e76b99e561a68e48335540649b00d85765afd3ca53ee25f3f510aea || OWNER_KEEP_LIVE_MAIN_PRODUCT_EXEMPLAR:data/audits/uncrustables-live-main-fetch-20260718-v1/assets/050-HX-ASO8-XCL2-B0H832SD15-5f6904abd7c5.jpg#sha256=5f6904abd7c503dd145cf2d65d8185ee6f33f20a7fd035e364bca733aa71d1bf,false
